transaction_id,customer_id,age,gender,loyalty_member,product_type,sku,rating,order_status,payment_method,total_price,unit_price,quantity,purchase_date,shipping_type,add-on_total,add_on_1,add_on_2,add_on_3
TRS0401240007,15695,41,Female,No,Laptop,LTP123,3,Completed,Credit Card,6743.2,674.32,10,2024-01-04,Same Day,99.42,Accessory,None,None
TRS0401240008,18469,79,Male,No,Laptop,LTP123,1,Completed,Bank Transfer,3371.6,674.32,5,2024-01-04,Same Day,110.91,Extended Warranty,Accessory,Impulse Item
TRS0401240009,15516,24,Male,No,Smartphone,SMP234,1,Cancelled,Bank Transfer,10257.12,1139.68,9,2024-01-04,Standard,40.65,Extended Warranty,None,None
TRS0401240010,1211,24,Male,Yes,Smartphone,SKU1001,5,Completed,Cash,62.25,20.75,3,2024-01-04,Standard,25.55,Impulse Item,None,None
TRS0401240011,19807,56,Female,No,Tablet,TBL345,1,Completed,Credit Card,7864.1,786.41,10,2024-01-04,Expedited,162.48,Impulse Item,Extended Warranty,None
TRS0401240012,3039,29,Female,No,Smartphone,SKU1004,2,Completed,Cash,4747.14,791.19,6,2024-01-04,Overnight,45.99,Impulse Item,Accessory,None
TRS0401240013,3238,75,Female,No,Laptop,SKU1005,3,Completed,Debit Card,3711.68,463.96,8,2024-01-04,Standard,13.09,Accessory,None,None
TRS0401240014,6489,39,Male,No,Laptop,SKU1005,3,Completed,Cash,4175.64,463.96,9,2024-01-04,Overnight,81.34,Extended Warranty,Accessory,None
TRS0401240015,12646,23,Female,No,Tablet,TBL345,5,Cancelled,Bank Transfer,6291.28,786.41,8,2024-01-04,Standard,66.5,Accessory,Impulse Item,None
TRS0401240016,2422,61,Female,No,Smartphone,SKU1001,5,Cancelled,Cash,145.25,20.75,7,2024-01-04,Express,41.24,Extended Warranty,None,None
TRS0401240017,14930,47,Male,No,Tablet,TBL345,2,Cancelled,Credit Card,3145.64,786.41,4,2024-01-04,Same Day,147.91,Impulse Item,Extended Warranty,None
TRS0401240018,18645,31,Female,No,Smartphone,SMP234,1,Completed,Bank Transfer,5698.4,1139.68,5,2024-01-04,Standard,51.01,Accessory,Extended Warranty,None
TRS0401240019,7792,27,Female,No,Tablet,SKU1002,3,Completed,Cash,1235.15,247.03,5,2024-01-04,Express,62.92,Extended Warranty,Impulse Item,Extended Warranty
TRS0401240020,11985,69,Male,No,Headphones,HDP456,3,Cancelled,PayPal,2167.08,361.18,6,2024-01-04,Same Day,164.86,Accessory,Accessory,None
TRS0401240021,11378,40,Male,No,Headphones,HDP456,5,Cancelled,Credit Card,1083.54,361.18,3,2024-01-04,Expedited,159.38,Accessory,Accessory,Accessory
TRS0401240022,15079,53,Female,Yes,Headphones,HDP456,3,Cancelled,Bank Transfer,3250.62,361.18,9,2024-01-04,Same Day,53.33,Impulse Item,None,None
TRS0401240023,18646,34,Female,No,Headphones,HDP456,1,Cancelled,Credit Card,361.18,361.18,1,2024-01-04,Standard,0.0,None,None,None
TRS0401240024,5269,41,Female,Yes,Smartphone,SKU1001,5,Completed,Credit Card,166.0,20.75,8,2024-01-04,Standard,0.0,None,None,None
TRS0401240025,8802,73,Male,No,Tablet,SKU1002,3,Completed,PayPal,988.12,247.03,4,2024-01-04,Express,34.34,Impulse Item,None,None
TRS0401240026,12357,51,Female,No,Smartphone,SMP234,1,Cancelled,PayPal,9117.44,1139.68,8,2024-01-04,Standard,26.17,Extended Warranty,None,None
TRS0401240027,2092,58,Male,Yes,Smartwatch,SKU1003,3,Cancelled,Cash,3379.32,844.83,4,2024-01-04,Standard,40.12,Accessory,None,None
TRS0401240028,16203,39,Male,No,Smartphone,SMP234,3,Cancelled,Credit Card,1139.68,1139.68,1,2024-01-04,Expedited,236.92,Impulse Item,Impulse Item,Accessory
TRS0401240029,11016,23,Female,No,Headphones,HDP456,1,Completed,Bank Transfer,3611.8,361.18,10,2024-01-04,Standard,202.88,Extended Warranty,Impulse Item,Accessory
TRS0401240030,6434,47,Male,No,Smartphone,SKU1004,2,Completed,Credit Card,4747.14,791.19,6,2024-01-04,Overnight,11.28,Extended Warranty,None,None
TRS0401240031,5146,21,Male,No,Smartphone,SKU1004,2,Completed,PayPal,1582.38,791.19,2,2024-01-04,Standard,22.26,Accessory,None,None
TRS0401240032,12611,70,Female,No,Smartphone,SMP234,1,Completed,Credit Card,11396.8,1139.68,10,2024-01-04,Standard,258.32,Extended Warranty,Accessory,Accessory
TRS0401240033,16396,29,Male,Yes,Laptop,LTP123,1,Completed,Credit Card,4045.92,674.32,6,2024-01-04,Standard,158.31,Accessory,Impulse Item,None
TRS0401240034,5742,53,Female,Yes,Tablet,SKU1002,3,Cancelled,Cash,1235.15,247.03,5,2024-01-04,Overnight,17.57,Accessory,Impulse Item,None
TRS0401240035,13858,59,Female,No,Tablet,TBL345,1,Cancelled,Credit Card,7077.69,786.41,9,2024-01-04,Standard,90.94,Accessory,None,None
TRS0401240036,18541,75,Female,No,Tablet,TBL345,5,Cancelled,PayPal,7077.69,786.41,9,2024-01-04,Same Day,0.0,None,None,None
TRS0401240037,7735,44,Female,Yes,Tablet,SKU1002,3,Completed,PayPal,741.09,247.03,3,2024-01-04,Standard,51.48,Accessory,Accessory,Extended Warranty
TRS0401240038,9540,48,Male,No,Tablet,SKU1002,3,Completed,Debit Card,1482.18,247.03,6,2024-01-04,Standard,79.16,Extended Warranty,Extended Warranty,Accessory
TRS0401240039,11327,36,Male,No,Headphones,HDP456,2,Completed,Credit Card,3611.8,361.18,10,2024-01-04,Expedited,69.57,Extended Warranty,None,None
TRS0401240040,12911,77,Male,No,Headphones,HDP456,1,Completed,Credit Card,2528.26,361.18,7,2024-01-04,Same Day,94.07,Accessory,None,None
TRS0401240041,4829,38,Male,No,Laptop,SKU1005,3,Completed,PayPal,463.96,463.96,1,2024-01-04,Express,28.98,Extended Warranty,None,None
TRS0401240042,11244,36,Female,Yes,Laptop,LTP123,2,Cancelled,PayPal,4045.92,674.32,6,2024-01-04,Standard,163.03,Extended Warranty,Extended Warranty,None
TRS0401240043,12949,73,Male,No,Headphones,HDP456,2,Completed,Credit Card,3250.62,361.18,9,2024-01-04,Expedited,0.0,None,None,None
TRS0401240044,19290,18,Male,No,Headphones,HDP456,5,Cancelled,PayPal,2167.08,361.18,6,2024-01-04,Expedited,114.45,Impulse Item,Extended Warranty,None
TRS0401240045,15445,27,Female,No,Headphones,HDP456,5,Completed,PayPal,3611.8,361.18,10,2024-01-04,Expedited,87.93,Accessory,Accessory,Accessory
TRS0401240046,12146,65,Female,No,Laptop,LTP123,2,Completed,Bank Transfer,5394.56,674.32,8,2024-01-04,Same Day,36.98,Accessory,None,None
TRS0401240047,11328,43,Female,Yes,Laptop,LTP123,4,Completed,PayPal,2697.28,674.32,4,2024-01-04,Same Day,0.0,None,None,None
TRS0401240048,15292,21,Male,Yes,Tablet,TBL345,5,Cancelled,Credit Card,2359.23,786.41,3,2024-01-04,Standard,0.0,None,None,None
TRS0401240049,8202,51,Female,Yes,Laptop,SKU1005,3,Completed,PayPal,463.96,463.96,1,2024-01-04,Standard,64.69,Accessory,Impulse Item,None
TRS0401240050,16890,25,Female,No,Smartphone,SMP234,3,Completed,PayPal,2279.36,1139.68,2,2024-01-04,Standard,98.93,Impulse Item,Impulse Item,Impulse Item
TRS0401240051,17435,57,Male,No,Headphones,HDP456,1,Completed,Credit Card,2167.08,361.18,6,2024-01-04,Standard,26.99,Impulse Item,None,None
TRS0401240052,17042,23,Female,No,Tablet,TBL345,5,Completed,Credit Card,786.41,786.41,1,2024-01-04,Expedited,76.65,Accessory,None,None
TRS0401240053,6607,31,Female,No,Smartphone,SKU1004,2,Cancelled,PayPal,7911.9,791.19,10,2024-01-04,Overnight,64.12,Impulse Item,Extended Warranty,Impulse Item
TRS0401240054,16967,69,Male,No,Smartwatch,SWT567,3,Completed,PayPal,2757.0,459.5,6,2024-01-04,Standard,61.27,Impulse Item,None,None
TRS0401240055,11917,38,Female,No,Smartphone,SMP234,1,Completed,PayPal,9117.44,1139.68,8,2024-01-04,Standard,139.0,Impulse Item,Impulse Item,Extended Warranty
TRS0401240056,13231,26,Female,No,Headphones,HDP456,1,Completed,Bank Transfer,3611.8,361.18,10,2024-01-04,Expedited,199.35,Extended Warranty,Impulse Item,Impulse Item
TRS0401240057,5802,64,Male,No,Smartphone,SKU1001,5,Completed,Credit Card,186.75,20.75,9,2024-01-04,Express,0.0,None,None,None
TRS0401240058,2042,60,Female,No,Tablet,SKU1002,3,Cancelled,Cash,1235.15,247.03,5,2024-01-04,Express,0.0,None,None,None
TRS0401240059,3188,64,Male,Yes,Tablet,SKU1002,3,Completed,Debit Card,1976.24,247.03,8,2024-01-04,Standard,72.88,Impulse Item,Extended Warranty,None
TRS0401240060,18269,37,Female,Yes,Tablet,TBL345,4,Cancelled,Credit Card,5504.87,786.41,7,2024-01-04,Expedited,52.33,Extended Warranty,None,None
TRS0401240061,12761,30,Male,No,Headphones,HDP456,3,Completed,Bank Transfer,1444.72,361.18,4,2024-01-04,Standard,0.0,None,None,None
TRS0401240062,15351,78,Female,Yes,Tablet,TBL345,3,Cancelled,Bank Transfer,7077.69,786.41,9,2024-01-04,Expedited,111.66,Accessory,Impulse Item,None
TRS0401240063,19296,37,Female,No,Smartwatch,SWT567,2,Cancelled,PayPal,2757.0,459.5,6,2024-01-04,Expedited,57.71,Extended Warranty,None,None
TRS0501240001,1246,61,Male,No,Tablet,SKU1002,3,Completed,PayPal,494.06,247.03,2,2024-01-05,Standard,0.0,None,None,None
TRS0501240002,12771,74,Male,No,Laptop,LTP123,2,Cancelled,PayPal,5394.56,674.32,8,2024-01-05,Standard,63.72,Extended Warranty,None,None
TRS0501240003,12362,56,Female,No,Tablet,TBL345,3,Completed,Bank Transfer,7864.1,786.41,10,2024-01-05,Standard,182.57,Accessory,Extended Warranty,Impulse Item
TRS0501240004,19232,74,Male,No,Smartphone,SMP234,3,Completed,Credit Card,6838.08,1139.68,6,2024-01-05,Expedited,175.06,Impulse Item,Accessory,Accessory
TRS0501240005,18742,55,Female,No,Smartphone,SMP234,1,Completed,PayPal,3419.04,1139.68,3,2024-01-05,Same Day,123.24,Impulse Item,Accessory,None
TRS0501240006,4451,27,Female,No,Laptop,SKU1005,3,Completed,Debit Card,3247.72,463.96,7,2024-01-05,Overnight,0.0,None,None,None
TRS0501240007,3121,68,Female,No,Smartwatch,SKU1003,3,Completed,Credit Card,7603.47,844.83,9,2024-01-05,Express,0.0,None,None,None
TRS0501240008,18219,52,Male,No,Tablet,TBL345,5,Completed,PayPal,6291.28,786.41,8,2024-01-05,Same Day,79.87,Accessory,Impulse Item,Extended Warranty
TRS0501240009,14174,70,Female,Yes,Laptop,LTP123,1,Completed,Credit Card,5394.56,674.32,8,2024-01-05,Expedited,0.0,None,None,None
TRS0501240010,15748,79,Female,No,Smartwatch,SWT567,1,Cancelled,PayPal,1378.5,459.5,3,2024-01-05,Standard,195.28,Accessory,Accessory,Accessory
TRS0501240011,1783,35,Male,No,Smartphone,SKU1004,2,Cancelled,Credit Card,6329.52,791.19,8,2024-01-05,Express,0.0,None,None,None
TRS0501240012,17507,66,Male,No,Laptop,LTP123,2,Completed,Bank Transfer,2022.96,674.32,3,2024-01-05,Standard,0.0,None,None,None
TRS0501240013,1393,37,Male,No,Smartphone,SKU1001,5,Cancelled,Debit Card,145.25,20.75,7,2024-01-05,Standard,39.44,Impulse Item,None,None
TRS0501240014,3739,74,Female,No,Laptop,SKU1005,3,Completed,Debit Card,4175.64,463.96,9,2024-01-05,Express,56.09,Accessory,Impulse Item,None
TRS0501240015,16403,62,Male,No,Headphones,HDP456,2,Cancelled,Bank Transfer,1083.54,361.18,3,2024-01-05,Expedited,0.0,None,None,None
TRS0501240016,12428,28,Female,No,Tablet,TBL345,4,Completed,PayPal,7864.1,786.41,10,2024-01-05,Standard,150.97,Accessory,Accessory,Impulse Item
TRS0501240017,14641,78,Female,No,Tablet,TBL345,5,Completed,Bank Transfer,7077.69,786.41,9,2024-01-05,Standard,196.62,Extended Warranty,Extended Warranty,None
TRS0501240018,16817,69,Male,Yes,Smartwatch,SWT567,1,Completed,Credit Card,4595.0,459.5,10,2024-01-05,Same Day,49.74,Impulse Item,None,None
TRS0501240019,12385,18,Male,No,Tablet,TBL345,2,Completed,PayPal,7077.69,786.41,9,2024-01-05,Same Day,166.19,Extended Warranty,Impulse Item,Impulse Item
TRS0501240020,18169,68,Female,Yes,Smartwatch,SWT567,5,Completed,Bank Transfer,4595.0,459.5,10,2024-01-05,Expedited,147.7,Accessory,Impulse Item,None
TRS0501240021,2625,75,Female,Yes,Laptop,SKU1005,3,Completed,PayPal,1855.84,463.96,4,2024-01-05,Standard,10.96,Extended Warranty,None,None
TRS0501240022,5331,62,Male,No,Smartphone,SKU1001,5,Completed,Cash,41.5,20.75,2,2024-01-05,Overnight,63.96,Impulse Item,Extended Warranty,Impulse Item
TRS0501240023,18224,40,Male,Yes,Headphones,HDP456,3,Cancelled,Bank Transfer,1805.9,361.18,5,2024-01-05,Expedited,0.0,None,None,None
TRS0501240024,6662,25,Male,No,Smartphone,SKU1001,5,Completed,Credit Card,207.5,20.75,10,2024-01-05,Overnight,38.57,Impulse Item,None,None
TRS0501240025,8043,56,Male,No,Laptop,SKU1005,3,Completed,Credit Card,2783.76,463.96,6,2024-01-05,Overnight,17.57,Extended Warranty,None,None
TRS0501240026,11294,20,Female,Yes,Smartwatch,SWT567,1,Completed,Bank Transfer,919.0,459.5,2,2024-01-05,Standard,0.0,None,None,None
TRS0501240027,1571,51,Female,No,Tablet,SKU1002,3,Cancelled,Cash,247.03,247.03,1,2024-01-05,Overnight,0.0,None,None,None
TRS0501240028,18473,63,Male,No,Tablet,TBL345,1,Completed,Credit Card,7077.69,786.41,9,2024-01-05,Same Day,41.2,Accessory,None,None
TRS0501240029,18454,21,Male,No,Headphones,HDP456,2,Completed,Credit Card,1805.9,361.18,5,2024-01-05,Same Day,0.0,None,None,None
TRS0501240030,14010,68,Female,No,Smartwatch,SWT567,3,Cancelled,PayPal,3216.5,459.5,7,2024-01-05,Expedited,46.76,Extended Warranty,None,None
TRS0501240031,6592,56,Male,No,Smartphone,SKU1001,5,Cancelled,Cash,145.25,20.75,7,2024-01-05,Overnight,78.11,Accessory,Extended Warranty,Impulse Item
TRS0501240032,8610,44,Male,No,Smartwatch,SKU1003,3,Completed,PayPal,5913.81,844.83,7,2024-01-05,Express,78.73,Accessory,Extended Warranty,Accessory
TRS0501240033,7354,42,Male,No,Smartphone,SKU1001,5,Completed,Debit Card,145.25,20.75,7,2024-01-05,Overnight,22.29,Accessory,Extended Warranty,None
TRS0501240034,12366,54,Female,No,Headphones,HDP456,1,Completed,PayPal,3611.8,361.18,10,2024-01-05,Same Day,174.8,Impulse Item,Accessory,Extended Warranty
TRS0501240035,7429,57,Female,No,Tablet,SKU1002,3,Completed,Debit Card,247.03,247.03,1,2024-01-05,Standard,69.18,Impulse Item,Accessory,Accessory
TRS0501240036,11476,24,Female,No,Smartphone,SMP234,1,Cancelled,Bank Transfer,1139.68,1139.68,1,2024-01-05,Expedited,103.17,Accessory,Impulse Item,None
TRS0501240037,5905,49,Male,No,Smartphone,SKU1004,2,Cancelled,PayPal,4747.14,791.19,6,2024-01-05,Overnight,87.95,Accessory,Extended Warranty,Impulse Item
TRS0501240038,19447,46,Female,No,Smartphone,SMP234,1,Completed,Credit Card,3419.04,1139.68,3,2024-01-05,Expedited,59.58,Accessory,Extended Warranty,None
TRS0501240039,19446,45,Male,No,Laptop,LTP123,1,Completed,Credit Card,4045.92,674.32,6,2024-01-05,Standard,115.93,Impulse Item,Accessory,None
TRS0501240040,6737,60,Female,Yes,Laptop,SKU1005,3,Cancelled,Debit Card,927.92,463.96,2,2024-01-05,Standard,84.29,Impulse Item,Impulse Item,Accessory
TRS0501240041,11369,72,Female,Yes,Laptop,LTP123,1,Completed,PayPal,2697.28,674.32,4,2024-01-05,Same Day,100.76,Accessory,Impulse Item,None
TRS0501240042,8241,71,Female,No,Smartphone,SKU1004,2,Completed,PayPal,3164.76,791.19,4,2024-01-05,Overnight,30.12,Accessory,None,None
TRS0501240043,16403,62,Male,No,Smartwatch,SWT567,1,Cancelled,Credit Card,459.5,459.5,1,2024-01-05,Same Day,144.09,Accessory,Extended Warranty,None
TRS0501240044,17997,32,Male,No,Laptop,LTP123,2,Cancelled,Credit Card,2697.28,674.32,4,2024-01-05,Same Day,103.23,Impulse Item,Extended Warranty,None
TRS0501240045,6834,62,Female,No,Smartphone,SKU1001,5,Cancelled,Credit Card,207.5,20.75,10,2024-01-05,Standard,46.62,Impulse Item,Impulse Item,Accessory
TRS0501240046,11951,31,Female,Yes,Tablet,TBL345,2,Completed,Bank Transfer,786.41,786.41,1,2024-01-05,Expedited,160.64,Extended Warranty,Accessory,Extended Warranty
TRS0501240047,15155,68,Female,Yes,Laptop,LTP123,2,Completed,PayPal,6743.2,674.32,10,2024-01-05,Same Day,104.02,Accessory,Impulse Item,None
TRS0501240048,3471,23,Female,No,Smartwatch,SKU1003,3,Completed,PayPal,1689.66,844.83,2,2024-01-05,Standard,23.93,Extended Warranty,None,None
TRS0501240049,11031,39,Female,Yes,Laptop,LTP123,1,Completed,Credit Card,3371.6,674.32,5,2024-01-05,Same Day,62.04,Extended Warranty,Impulse Item,None
TRS0501240050,1674,19,Female,No,Smartphone,SKU1004,2,Cancelled,Cash,4747.14,791.19,6,2024-01-05,Express,32.98,Impulse Item,None,None
TRS0501240051,13941,28,Male,No,Tablet,TBL345,5,Completed,Bank Transfer,3932.05,786.41,5,2024-01-05,Expedited,64.25,Impulse Item,Extended Warranty,None
TRS0501240052,2785,18,Male,No,Smartwatch,SKU1003,3,Completed,Credit Card,5068.98,844.83,6,2024-01-05,Overnight,33.88,Extended Warranty,None,None
TRS0501240053,5879,48,Male,Yes,Smartphone,SKU1004,2,Cancelled,Credit Card,3164.76,791.19,4,2024-01-05,Standard,98.69,Accessory,Impulse Item,Extended Warranty
TRS0501240054,6851,38,Male,No,Smartphone,SKU1001,5,Completed,Debit Card,62.25,20.75,3,2024-01-05,Express,46.84,Extended Warranty,None,None
TRS0501240055,11439,54,Male,No,Tablet,TBL345,1,Cancelled,Bank Transfer,4718.46,786.41,6,2024-01-05,Expedited,0.0,None,None,None
TRS0501240056,11393,45,Female,No,Tablet,TBL345,5,Cancelled,Bank Transfer,7864.1,786.41,10,2024-01-05,Same Day,56.68,Impulse Item,None,None
TRS0501240057,12211,56,Male,No,Laptop,LTP123,4,Completed,Credit Card,3371.6,674.32,5,2024-01-05,Expedited,0.0,None,None,None
TRS0501240058,15206,41,Male,No,Smartphone,SMP234,4,Completed,PayPal,2279.36,1139.68,2,2024-01-05,Expedited,0.0,None,None,None
TRS0501240059,13089,27,Female,No,Headphones,HDP456,5,Completed,Credit Card,2528.26,361.18,7,2024-01-05,Expedited,42.84,Extended Warranty,None,None
TRS0501240060,2503,35,Male,No,Tablet,SKU1002,3,Completed,Cash,1976.24,247.03,8,2024-01-05,Express,73.43,Accessory,Impulse Item,Accessory
TRS0501240061,19823,68,Male,No,Smartwatch,SWT567,4,Completed,PayPal,2757.0,459.5,6,2024-01-05,Standard,123.71,Extended Warranty,Impulse Item,None
TRS0501240062,4815,41,Male,No,Laptop,SKU1005,3,Completed,Cash,3247.72,463.96,7,2024-01-05,Express,75.2,Impulse Item,Impulse Item,Accessory
TRS0501240063,15210,28,Female,No,Laptop,LTP123,2,Cancelled,Credit Card,5394.56,674.32,8,2024-01-05,Standard,92.87,Impulse Item,None,None
TRS0501240064,12730,35,Female,Yes,Laptop,LTP123,3,Cancelled,Credit Card,1348.64,674.32,2,2024-01-05,Expedited,102.86,Impulse Item,Extended Warranty,None
TRS0501240065,16325,22,Female,No,Smartphone,SMP234,3,Cancelled,Bank Transfer,1139.68,1139.68,1,2024-01-05,Standard,149.24,Extended Warranty,Impulse Item,Impulse Item
TRS0501240066,12964,55,Female,No,Smartphone,SMP234,5,Cancelled,Credit Card,6838.08,1139.68,6,2024-01-05,Same Day,89.72,Accessory,None,None
TRS0501240067,15628,50,Female,No,Smartphone,SMP234,5,Completed,PayPal,5698.4,1139.68,5,2024-01-05,Expedited,95.43,Accessory,Accessory,None
TRS0501240068,7173,24,Female,No,Smartwatch,SKU1003,3,Completed,Credit Card,1689.66,844.83,2,2024-01-05,Express,98.93,Extended Warranty,Extended Warranty,Impulse Item
TRS0601240001,7680,53,Male,No,Tablet,SKU1002,3,Completed,PayPal,1482.18,247.03,6,2024-01-06,Overnight,0.0,None,None,None
TRS0601240002,4364,40,Male,No,Smartphone,SKU1001,5,Completed,Debit Card,41.5,20.75,2,2024-01-06,Overnight,0.0,None,None,None
TRS0601240003,17155,67,Male,No,Tablet,TBL345,3,Completed,Bank Transfer,3932.05,786.41,5,2024-01-06,Expedited,0.0,None,None,None
TRS0601240004,5551,54,Female,Yes,Laptop,SKU1005,3,Completed,Debit Card,463.96,463.96,1,2024-01-06,Standard,35.88,Accessory,None,None
TRS0601240005,5219,55,Male,No,Laptop,SKU1005,3,Cancelled,Cash,3247.72,463.96,7,2024-01-06,Overnight,30.56,Accessory,None,None
TRS0601240006,12294,60,Female,No,Headphones,HDP456,1,Completed,Bank Transfer,1805.9,361.18,5,2024-01-06,Same Day,215.51,Impulse Item,Extended Warranty,Impulse Item
TRS0601240007,13991,73,Female,No,Smartphone,SMP234,4,Completed,Bank Transfer,10257.12,1139.68,9,2024-01-06,Same Day,0.0,None,None,None
TRS0601240008,9925,29,Female,No,Smartwatch,SKU1003,3,Cancelled,Debit Card,5068.98,844.83,6,2024-01-06,Express,0.0,None,None,None
TRS0601240009,2662,48,Female,No,Smartphone,SKU1001,5,Completed,Credit Card,41.5,20.75,2,2024-01-06,Express,64.42,Impulse Item,Accessory,None
TRS0601240010,5870,80,Female,No,Smartphone,SKU1001,5,Completed,Debit Card,62.25,20.75,3,2024-01-06,Overnight,28.47,Accessory,None,None
TRS0601240011,17155,67,Male,No,Smartphone,SMP234,4,Completed,Bank Transfer,11396.8,1139.68,10,2024-01-06,Standard,74.56,Impulse Item,Extended Warranty,Extended Warranty
TRS0601240012,15521,34,Male,No,Smartwatch,SWT567,2,Completed,Credit Card,2757.0,459.5,6,2024-01-06,Expedited,141.25,Impulse Item,Impulse Item,None
TRS0601240013,8835,69,Male,Yes,Smartphone,SKU1004,2,Cancelled,PayPal,1582.38,791.19,2,2024-01-06,Overnight,0.0,None,None,None
TRS0601240014,17194,30,Female,No,Tablet,TBL345,1,Completed,PayPal,786.41,786.41,1,2024-01-06,Expedited,147.85,Extended Warranty,Extended Warranty,None
TRS0601240015,15851,58,Female,No,Smartphone,SMP234,5,Completed,Bank Transfer,6838.08,1139.68,6,2024-01-06,Expedited,32.61,Extended Warranty,None,None
TRS0601240016,17152,19,Female,No,Laptop,LTP123,1,Completed,Bank Transfer,1348.64,674.32,2,2024-01-06,Expedited,21.53,Impulse Item,None,None
TRS0601240017,14000,76,Male,No,Headphones,HDP456,2,Cancelled,Bank Transfer,3611.8,361.18,10,2024-01-06,Standard,96.89,Accessory,None,None
TRS0601240018,12164,74,Female,No,Laptop,LTP123,5,Cancelled,Bank Transfer,1348.64,674.32,2,2024-01-06,Expedited,59.24,Extended Warranty,None,None
TRS0601240019,4114,71,Female,No,Laptop,SKU1005,3,Completed,Credit Card,927.92,463.96,2,2024-01-06,Overnight,51.11,Impulse Item,Impulse Item,None
TRS0601240020,8646,28,Female,Yes,Smartphone,SKU1004,2,Completed,Debit Card,7911.9,791.19,10,2024-01-06,Overnight,0.0,None,None,None
TRS0601240021,1950,36,Female,No,Tablet,SKU1002,3,Cancelled,PayPal,1235.15,247.03,5,2024-01-06,Express,43.58,Impulse Item,Impulse Item,None
TRS0601240022,12025,64,Male,No,Tablet,TBL345,5,Completed,Credit Card,5504.87,786.41,7,2024-01-06,Same Day,10.47,Impulse Item,None,None
TRS0601240023,3264,19,Male,No,Laptop,SKU1005,3,Completed,Cash,927.92,463.96,2,2024-01-06,Overnight,78.49,Impulse Item,Extended Warranty,Impulse Item
TRS0601240024,18391,30,Male,No,Headphones,HDP456,4,Completed,Credit Card,1444.72,361.18,4,2024-01-06,Expedited,84.85,Accessory,None,None
TRS0601240025,18465,36,Male,No,Smartphone,SMP234,1,Completed,PayPal,9117.44,1139.68,8,2024-01-06,Same Day,184.01,Impulse Item,Accessory,None
TRS0601240026,12411,20,Male,No,Headphones,HDP456,4,Cancelled,Credit Card,1805.9,361.18,5,2024-01-06,Standard,213.23,Accessory,Extended Warranty,Accessory
TRS0601240027,11117,47,Female,No,Tablet,TBL345,5,Cancelled,PayPal,1572.82,786.41,2,2024-01-06,Standard,0.0,None,None,None
TRS0601240028,3110,73,Male,No,Laptop,SKU1005,3,Completed,PayPal,4175.64,463.96,9,2024-01-06,Overnight,6.5,Impulse Item,None,None
TRS0601240029,12862,41,Female,No,Smartphone,SMP234,5,Completed,Bank Transfer,4558.72,1139.68,4,2024-01-06,Same Day,148.78,Impulse Item,Extended Warranty,Impulse Item
TRS0601240030,4005,64,Female,No,Smartphone,SKU1001,5,Cancelled,Credit Card,145.25,20.75,7,2024-01-06,Overnight,92.91,Accessory,Impulse Item,Extended Warranty
TRS0601240031,15741,57,Female,No,Headphones,HDP456,2,Completed,Credit Card,2889.44,361.18,8,2024-01-06,Expedited,226.63,Extended Warranty,Extended Warranty,Impulse Item
TRS0601240032,11497,40,Male,Yes,Smartwatch,SWT567,2,Cancelled,PayPal,2757.0,459.5,6,2024-01-06,Same Day,76.94,Accessory,Accessory,None
TRS0601240033,15307,73,Male,Yes,Smartwatch,SWT567,5,Completed,Credit Card,919.0,459.5,2,2024-01-06,Expedited,161.33,Extended Warranty,Accessory,Accessory
TRS0601240034,6077,56,Male,No,Smartphone,SKU1001,5,Completed,Cash,62.25,20.75,3,2024-01-06,Express,112.92,Accessory,Extended Warranty,Impulse Item
TRS0601240035,1571,51,Female,No,Smartwatch,SKU1003,3,Completed,Cash,3379.32,844.83,4,2024-01-06,Overnight,38.35,Impulse Item,Impulse Item,None
TRS0601240036,16333,33,Male,No,Tablet,TBL345,4,Completed,Bank Transfer,3932.05,786.41,5,2024-01-06,Standard,78.49,Impulse Item,Accessory,None
TRS0601240037,8201,57,Male,No,Smartphone,SKU1004,2,Completed,Credit Card,7911.9,791.19,10,2024-01-06,Express,81.3,Impulse Item,Impulse Item,Accessory
TRS0601240038,8709,34,Male,No,Smartwatch,SKU1003,3,Cancelled,Debit Card,7603.47,844.83,9,2024-01-06,Standard,68.47,Extended Warranty,Accessory,None
TRS0601240039,9662,34,Male,No,Laptop,SKU1005,3,Completed,Cash,1855.84,463.96,4,2024-01-06,Express,25.09,Impulse Item,None,None
TRS0601240040,9020,79,Male,No,Smartphone,SKU1004,2,Completed,PayPal,791.19,791.19,1,2024-01-06,Standard,59.3,Accessory,Impulse Item,None
TRS0601240041,5736,78,Male,No,Laptop,SKU1005,3,Completed,PayPal,3711.68,463.96,8,2024-01-06,Overnight,94.77,Impulse Item,Accessory,Accessory
TRS0601240042,13486,56,Female,No,Laptop,LTP123,1,Completed,PayPal,2022.96,674.32,3,2024-01-06,Expedited,109.45,Accessory,Accessory,None
TRS0601240043,2353,48,Female,No,Smartphone,SKU1004,2,Completed,Cash,7120.71,791.19,9,2024-01-06,Standard,69.05,Accessory,Extended Warranty,Accessory
TRS0601240044,1900,24,Female,No,Smartphone,SKU1001,5,Cancelled,Credit Card,83.0,20.75,4,2024-01-06,Standard,49.48,Impulse Item,Impulse Item,Extended Warranty
TRS0601240045,8854,79,Female,Yes,Tablet,SKU1002,3,Cancelled,PayPal,494.06,247.03,2,2024-01-06,Express,107.12,Extended Warranty,Extended Warranty,Extended Warranty
